Uniprot_ID,Gene_Org,C: 0hr - 1hr,C: 0hr - 4hr,C: 0hr - 12hr,C: 0hr - 24hr,C: 0hr - 72hr,T: GOBP name,T: GOMF name
P18206,VINC,0.702999,0.879169,0.295373,0.337402,0.577452,adherens junction assembly;adherens junction organization;anatomical structure morphogenesis;apical junction assembly;axon extension;biological adhesion;biological regulation;blood coagulation;cell activation;cell adhesion;cell growth;cell junction assembly;cell junction organization;cell projection assembly;cell projection organization;cell-cell adhesion;cell-cell junction assembly;cell-cell junction organization;cell-matrix adhesion;cell-substrate adhesion;cellular component assembly;cellular component assembly at cellular level;cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular localization;cellular macromolecule localization;cellular process;cellular protein localization;coagulation;developmental cell growth;developmental growth;developmental growth involved in morphogenesis;developmental process;epithelial cell-cell adhesion;establishment of localization;establishment of localization in cell;exocytosis;growth;hemostasis;homotypic cell-cell adhesion;lamellipodium assembly;localization;macromolecule localization;morphogenesis of an epithelium;multicellular organismal process;muscle contraction;muscle system process;negative regulation of biological process;negative regulation of cell migration;negative regulation of cell motility;negative regulation of cellular component movement;negative regulation of cellular process;negative regulation of locomotion;platelet activation;platelet aggregation;platelet degranulation;protein localization;protein localization at cell surface;regulation of biological process;regulation of biological quality;regulation of body fluid levels;regulation of cell migration;regulation of cell motility;regulation of cellular component movement;regulation of cellular process;regulation of localization;regulation of locomotion;secretion;secretion by cell;system process;tissue morphogenesis;transport;vesicle-mediated transport,actin binding;alpha-catenin binding;beta-catenin binding;binding;cadherin binding;cell adhesion molecule binding;cytoskeletal protein binding;dystroglycan binding;enzyme binding;glycoprotein binding;protein binding;structural molecule activity;ubiquitin protein ligase binding
Q8IYI6,EXOC8,0.499666,0.318257,-0.209671,-0.238505,-0.0516999,cellular component assembly;cellular component assembly at cellular level;cellular component disassembly;cellular component disassembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular localization;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular macromolecule localization;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein complex assembly;cellular protein complex localization;cellular protein localization;cellular protein metabolic process;endosome organization;establishment of localization;establishment of protein localization;exocyst assembly;exocyst localization;extracellular matrix disassembly;extracellular matrix organization;extracellular structure organization;localization;macromolecular complex assembly;macromolecular complex subunit organization;macromolecule localization;macromolecule metabolic process;membrane organization;metabolic process;organelle organization;primary metabolic process;protein complex assembly;protein complex localization;protein complex subunit organization;protein localization;protein metabolic process;protein transport;transport,binding;enzyme binding;GTPase binding;protein binding;Ral GTPase binding;Ras GTPase binding;small GTPase binding
P42858,HD,0.634415,0.725489,0.275239,0.152905,0.43681,"acidic amino acid transport;aging;amide biosynthetic process;amine metabolic process;amine transport;amino acid import;amino acid transport;anatomical structure development;anatomical structure formation involved in morphogenesis;anion transport;anterior/posterior pattern specification;apoptosis;associative learning;axon cargo transport;behavior;behavioral interaction between organisms;biological regulation;biosynthetic process;carboxylic acid biosynthetic process;carboxylic acid metabolic process;carboxylic acid transport;cation homeostasis;cell aging;cell cycle process;cell death;cell development;cell surface receptor linked signaling pathway;cellular amide metabolic process;cellular amine metabolic process;cellular amino acid metabolic process;cellular biosynthetic process;cellular chemical homeostasis;cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular developmental process;cellular homeostasis;cellular ion homeostasis;cellular ketone metabolic process;cellular localization;cellular membrane organization;cellular metabolic process;cellular modified amino acid metabolic process;cellular nitrogen compound biosynthetic process;cellular nitrogen compound metabolic process;cellular process;cellular response to stimulus;chemical homeostasis;citrulline metabolic process;cognition;cytoskeleton organization;cytoskeleton-dependent intracellular transport;death;determination of adult lifespan;developmental process;dicarboxylic acid biosynthetic process;dicarboxylic acid metabolic process;dopamine receptor signaling pathway;endoplasmic reticulum organization;endosome transport;ER to Golgi vesicle-mediated transport;establishment of localization;establishment of localization in cell;establishment of mitotic spindle localization;establishment of mitotic spindle orientation;establishment of organelle localization;establishment of protein localization;establishment of spindle localization;establishment of spindle orientation;formation of primary germ layer;gamete generation;Golgi organization;Golgi vesicle transport;G-protein coupled receptor protein signaling pathway;grooming behavior;homeostatic process;hormone metabolic process;hormone secretion;hormone transport;insulin secretion;intracellular protein transport;intracellular transport;ion homeostasis;ion transport;iron ion homeostasis;lactate biosynthetic process;lactate biosynthetic process from pyruvate;lactate metabolic process;L-amino acid import;L-amino acid transport;learning;learning or memory;L-glutamate import;L-glutamate transport;localization;locomotory behavior;male gamete generation;membrane organization;mesoderm formation;metabolic process;microtubule cytoskeleton organization;microtubule-based movement;microtubule-based process;microtubule-based transport;mitochondrial membrane organization;mitochondrion organization;monocarboxylic acid metabolic process;multicellular organismal process;multicellular organismal reproductive process;multi-organism process;negative regulation of apoptosis;negative regulation of biological process;negative regulation of cell death;negative regulation of cellular process;negative regulation of neuron apoptosis;negative regulation of programmed cell death;neural plate formation;neurological system process;neuron apoptosis;neuron death;neuron development;nitrogen compound metabolic process;nitrogen compound transport;nitrogen cycle metabolic process;nuclear import;nuclear transport;nucleocytoplasmic transport;olfactory lobe development;organ development;organelle localization;organelle organization;organelle transport along microtubule;organic acid biosynthetic process;organic acid metabolic process;organic acid transport;organic anion transport;organic substance transport;oxoacid metabolic process;paraxial mesoderm formation;pattern specification process;peptide hormone secretion;peptide secretion;peptide transport;positive regulation of biological process;positive regulation of cell communication;positive regulation of cellular process;positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity;positive regulation of ion transmembrane transporter activity;positive regulation of molecular function;positive regulation of receptor activity;positive regulation of response to stimulus;positive regulation of signal transduction;positive regulation of signaling;positive regulation of transport;positive regulation of transporter activity;primary metabolic process;programmed cell death;protein import;protein import into nucleus;protein targeting;protein transport;pyruvate metabolic process;quinolinate biosynthetic process;quinolinate metabolic process;regionalization;regulation of apoptosis;regulation of biological process;regulation of biological quality;regulation of calcium ion transport;regulation of catalytic activity;regulation of cell communication;regulation of cell death;regulation of cellular metabolic process;regulation of cellular process;regulation of dephosphorylation;regulation of hormone levels;regulation of hydrolase activity;regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity;regulation of ion transmembrane transport;regulation of ion transmembrane transporter activity;regulation of ion transport;regulation of localization;regulation of membrane potential;regulation of metabolic process;regulation of metal ion transport;regulation of mitochondrial membrane permeability;regulation of mitochondrial membrane potential;regulation of molecular function;regulation of multicellular organismal process;regulation of neurological system process;regulation of neuron apoptosis;regulation of phosphatase activity;regulation of phosphate metabolic process;regulation of phosphoprotein phosphatase activity;regulation of phosphorus metabolic process;regulation of programmed cell death;regulation of protein phosphatase type 2A activity;regulation of receptor activity;regulation of response to stimulus;regulation of signal transduction;regulation of signaling;regulation of synaptic plasticity;regulation of synaptic transmission;regulation of system process;regulation of transmembrane transport;regulation of transmembrane transporter activity;regulation of transmission of nerve impulse;regulation of transport;regulation of transporter activity;reproductive process;response to abiotic stimulus;response to calcium ion;response to chemical stimulus;response to inorganic substance;response to light stimulus;response to metal ion;response to radiation;response to stimulus;retrograde vesicle-mediated transport, Golgi to ER;secretion;secretion by cell;signal release;signal transduction;small molecule biosynthetic process;small molecule metabolic process;social behavior;spermatogenesis;striatum development;system process;transport;urea cycle;urea metabolic process;vesicle localization;vesicle transport along microtubule;vesicle-mediated transport;visual behavior;visual learning",beta-tubulin binding;binding;cytoskeletal protein binding;diazepam binding;drug binding;dynactin binding;dynein binding;dynein intermediate chain binding;identical protein binding;ion channel binding;p53 binding;profilin binding;protein binding;transcription factor binding;tubulin binding
P19404,NDUV2,-0.467308,-0.472581,0.375748,0.369137,-0.394304,"anatomical structure development;cardiac muscle tissue development;cellular metabolic process;cellular process;developmental process;electron transport chain;generation of precursor metabolites and energy;metabolic process;mitochondrial electron transport, NADH to ubiquinone;muscle tissue development;nervous system development;oxidation-reduction process;respiratory electron transport chain;small molecule metabolic process;striated muscle tissue development;system development;tissue development","2 iron, 2 sulfur cluster binding;binding;catalytic activity;cation binding;electron carrier activity;ion binding;iron-sulfur cluster binding;metal cluster binding;metal ion binding;NADH dehydrogenase (quinone) activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase activity;oxidoreductase activity;oxidoreductase activity, acting on NADH or NADPH;oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor"
Q8N201,INT1,-0.142761,0.153039,0.0636828,-0.321119,-0.018651,biological regulation;cell proliferation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;inner cell mass cell proliferation;macromolecule metabolic process;metabolic process;ncRNA 3'-end processing;ncRNA metabolic process;ncRNA processing;negative regulation of caspase activity;negative regulation of catalytic activity;negative regulation of hydrolase activity;negative regulation of molecular function;negative regulation of peptidase activity;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;regulation of biological process;regulation of catalytic activity;regulation of cysteine-type endopeptidase activity;regulation of cysteine-type endopeptidase activity involved in apoptotic process;regulation of endopeptidase activity;regulation of hydrolase activity;regulation of metabolic process;regulation of molecular function;regulation of peptidase activity;RNA 3'-end processing;RNA metabolic process;RNA processing;snRNA 3'-end processing;snRNA metabolic process;snRNA processing;U2 snRNA 3'-end processing,
Q9UBF2,COPG2,0.686203,0.878901,0.278351,0.362364,0.629684,"cellular process;establishment of localization;establishment of localization in cell;establishment of protein localization;Golgi vesicle transport;intracellular protein transport;intracellular transport;intra-Golgi vesicle-mediated transport;protein transport;retrograde vesicle-mediated transport, Golgi to ER;transport;vesicle-mediated transport",structural molecule activity
Q9Y678,COPG1,0.80385,0.992225,0.295094,0.239036,0.644513,"cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular process;COPI coating of Golgi vesicle;cytoskeleton-dependent intracellular transport;establishment of Golgi localization;establishment of localization;establishment of localization in cell;establishment of organelle localization;establishment of protein localization;Golgi transport vesicle coating;Golgi vesicle transport;intracellular protein transport;intracellular transport;membrane organization;microtubule-based movement;microtubule-based process;microtubule-based transport;organelle organization;organelle transport along microtubule;protein transport;retrograde vesicle-mediated transport, Golgi to ER;transport;vesicle coating;vesicle organization;vesicle-mediated transport",structural molecule activity
Q92521,PIGB,-0.203892,-0.353364,0.139431,0.0337162,-0.162888,biosynthetic process;cellular biosynthetic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;C-terminal protein amino acid modification;C-terminal protein lipidation;glycerolipid biosynthetic process;glycerolipid metabolic process;glycerophospholipid biosynthetic process;glycerophospholipid metabolic process;GPI anchor biosynthetic process;GPI anchor metabolic process;lipid biosynthetic process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;organophosphate metabolic process;phosphatidylinositol biosynthetic process;phosphatidylinositol metabolic process;phospholipid biosynthetic process;phospholipid metabolic process;post-translational protein modification;preassembly of GPI anchor in ER membrane;primary metabolic process;protein lipidation;protein metabolic process;protein modification process,"catalytic activity;mannosyltransferase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups"
P54802,ANAG,-0.319812,-0.327922,-0.0354745,-0.263876,-0.35378,amine metabolic process;aminoglycan catabolic process;aminoglycan metabolic process;anatomical structure development;anatomical structure morphogenesis;behavior;carbohydrate catabolic process;carbohydrate metabolic process;catabolic process;cell development;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular developmental process;cellular process;cerebellar Purkinje cell layer development;circadian behavior;circadian rhythm;developmental process;embryonic morphogenesis;eye photoreceptor cell development;glycosaminoglycan catabolic process;glycosaminoglycan metabolic process;inner ear receptor cell development;locomotor rhythm;locomotory behavior;lysosome organization;macromolecule catabolic process;macromolecule metabolic process;metabolic process;middle ear morphogenesis;nervous system development;neuron development;nitrogen compound metabolic process;organelle organization;photoreceptor cell development;polysaccharide catabolic process;polysaccharide metabolic process;primary metabolic process;response to stimulus;retinal rod cell development;rhythmic behavior;rhythmic process;small molecule metabolic process;system development;vacuole organization,"alpha-N-acetylglucosaminidase activity;catalytic activity;hexosaminidase activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;hydrolase activity, hydrolyzing O-glycosyl compounds"
O00330,ODPX,-0.517524,-0.603161,-0.301102,-0.353587,-0.582056,biological regulation;carboxylic acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular process;metabolic process;monocarboxylic acid metabolic process;organic acid metabolic process;oxoacid metabolic process;pyruvate metabolic process;regulation of acetyl-CoA biosynthetic process from pyruvate;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular ketone metabolic process;regulation of cellular metabolic process;regulation of cellular process;regulation of coenzyme metabolic process;regulation of cofactor metabolic process;regulation of metabolic process;small molecule metabolic process,"catalytic activity;transferase activity;transferase activity, transferring acyl groups"
P13995,MTDC,-0.463987,-0.627095,-0.464719,-0.322317,-0.055903,aromatic compound biosynthetic process;biosynthetic process;cellular aromatic compound metabolic process;cellular biosynthetic process;cellular metabolic process;cellular nitrogen compound biosynthetic process;cellular nitrogen compound metabolic process;cellular process;coenzyme biosynthetic process;coenzyme metabolic process;cofactor biosynthetic process;cofactor metabolic process;folic acid-containing compound biosynthetic process;folic acid-containing compound metabolic process;heterocycle biosynthetic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;one-carbon metabolic process;pteridine-containing compound biosynthetic process;pteridine-containing compound metabolic process;small molecule metabolic process;tetrahydrofolate metabolic process,"anion binding;binding;catalytic activity;cation binding;cyclohydrolase activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines;ion binding;magnesium ion binding;metal ion binding;methenyltetrahydrofolate cyclohydrolase activity;methylenetetrahydrofolate dehydrogenase (NAD+) activity;methylenetetrahydrofolate dehydrogenase (NADP+) activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH group of donors;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor;phosphate ion binding"
Q9H903,MTD2L,-0.888589,-1.193,-0.490335,-0.71454,-0.67954,amine biosynthetic process;amine metabolic process;aromatic compound biosynthetic process;aspartate family amino acid biosynthetic process;aspartate family amino acid metabolic process;biosynthetic process;carboxylic acid biosynthetic process;carboxylic acid metabolic process;cellular amine metabolic process;cellular amino acid biosynthetic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular biosynthetic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound biosynthetic process;cellular nitrogen compound metabolic process;cellular process;coenzyme biosynthetic process;coenzyme metabolic process;cofactor biosynthetic process;cofactor metabolic process;folic acid-containing compound biosynthetic process;folic acid-containing compound metabolic process;heterocycle biosynthetic process;heterocycle metabolic process;histidine biosynthetic process;histidine family amino acid biosynthetic process;histidine family amino acid metabolic process;histidine metabolic process;metabolic process;methionine biosynthetic process;methionine metabolic process;nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleotide biosynthetic process;nucleotide metabolic process;one-carbon metabolic process;organic acid biosynthetic process;organic acid metabolic process;oxoacid metabolic process;primary metabolic process;pteridine-containing compound biosynthetic process;pteridine-containing compound metabolic process;purine nucleotide biosynthetic process;purine nucleotide metabolic process;purine-containing compound biosynthetic process;purine-containing compound metabolic process;small molecule biosynthetic process;small molecule metabolic process;sulfur amino acid biosynthetic process;sulfur amino acid metabolic process;sulfur compound biosynthetic process;sulfur compound metabolic process;tetrahydrofolate interconversion;tetrahydrofolate metabolic process,"catalytic activity;cyclohydrolase activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines;methenyltetrahydrofolate cyclohydrolase activity;methylenetetrahydrofolate dehydrogenase (NAD+) activity;methylenetetrahydrofolate dehydrogenase (NADP+) activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH group of donors;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"
Q9Y2D5-8,PLAK2,0.0112286,-0.0553284,-0.0608301,0.0574644,0.0319176,,
Q9Y2D5,PLAK2,0.0344005,0.0232308,-0.0365739,-0.0103784,0.166783,,
Q9Y2D5-6,PLAK2,-0.0641816,0.0624599,-0.0641222,0.147866,0.137487,,
O43765,SGTA,0.322531,0.545216,0.261777,0.29944,0.538304,viral reproduction,
P55060,XPO2,0.58551,0.986558,0.322274,0.344022,0.676189,apoptosis;cell death;cell proliferation;cellular process;death;establishment of localization;establishment of localization in cell;establishment of protein localization;intracellular protein transport;intracellular transport;nuclear export;nuclear transport;nucleocytoplasmic transport;programmed cell death;protein export from nucleus;protein targeting;protein transport;transport,binding;importin-alpha export receptor activity;nuclear export signal receptor activity;protein binding;protein transporter activity;substrate-specific transporter activity;transporter activity
Q00577,PURA,0.161976,0.176478,-0.0699213,-0.0708938,0.0118258,"anatomical structure development;biological regulation;biosynthetic process;cell differentiation;cellular biosynthetic process;cellular developmental process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;DNA conformation change;DNA duplex unwinding;DNA geometric change;DNA metabolic process;DNA unwinding involved in replication;DNA-dependent DNA replication initiation;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cellular biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of gene expression;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of RNA metabolic process;negative regulation of transcription, DNA-dependent;nervous system development;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;positive regulation of biological process;positive regulation of cell proliferation;positive regulation of cellular process;primary metabolic process;regulation of biological process;regulation of biosynthetic process;regulation of cell proliferation;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;RNA biosynthetic process;RNA metabolic process;system development;transcription from RNA polymerase II promoter;transcription, DNA-dependent","binding;DNA binding;double-stranded DNA binding;double-stranded telomeric DNA binding;nucleic acid binding;nucleic acid binding transcription factor activity;protein binding;purine-rich negative regulatory element binding;regulatory region DNA binding;regulatory region nucleic acid binding;sequence-specific distal enhancer binding RNA polymerase II transcription factor activity;sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;sequence-specific DNA binding transcription factor activity;single-stranded DNA binding;structure-specific DNA binding;telomeric DNA binding;transcription factor binding;transcription regulatory region DNA binding;translation regulator activity;translation regulator activity, nucleic acid binding;translation repressor activity;translation repressor activity, nucleic acid binding"
Q96QR8,PURB,0.168733,0.311,-0.0358,-0.105695,-0.0356359,"biological regulation;biosynthetic process;cell differentiation;cell proliferation;cellular biosynthetic process;cellular developmental process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cellular biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of gene expression;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of RNA metabolic process;negative regulation of transcription from RNA polymerase II promoter;negative regulation of transcription, DNA-dependent;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;regulation of biological process;regulation of biosynthetic process;regulation of cell differentiation;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of developmental process;regulation of gene expression;regulation of immune system process;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of myeloid cell differentiation;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;RNA biosynthetic process;RNA metabolic process;transcription, DNA-dependent",binding;DNA binding;double-stranded DNA binding;mRNA binding;nucleic acid binding;nucleic acid binding transcription factor activity;protein binding;RNA binding;sequence-specific DNA binding transcription factor activity;single-stranded DNA binding;structure-specific DNA binding;transcription factor binding
Q9UJV8,PURG,0.22522,0.415276,0.090101,0.058486,0.126968,,binding;DNA binding;nucleic acid binding
Q13889,TF2H3,-0.402321,-0.465274,-0.240406,-0.342135,-0.326683,"biological regulation;biosynthetic process;catabolic process;cellular biosynthetic process;cellular catabolic process;cellular macromolecule biosynthetic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;cellular response to stress;DNA catabolic process;DNA excision;DNA metabolic process;DNA repair;gene expression;macromolecule biosynthetic process;macromolecule catabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mRNA capping;mRNA metabolic process;mRNA processing;negative regulation of biological process;negative regulation of gene expression;negative regulation of gene expression, epigenetic;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;nucleotide-excision repair;nucleotide-excision repair, DNA damage removal;phosphate-containing compound metabolic process;phosphorus metabolic process;phosphorylation;phosphorylation of RNA polymerase II C-terminal domain;positive regulation of biological process;positive regulation of biosynthetic process;positive regulation of cellular biosynthetic process;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of macromolecule metabolic process;positive regulation of metabolic process;positive regulation of nitrogen compound metabolic process;positive regulation of nucleobase-containing compound metabolic process;positive regulation of reproductive process;positive regulation of RNA metabolic process;positive regulation of viral reproduction;positive regulation of viral transcription;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of gene expression, epigenetic;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of reproductive process;regulation of RNA metabolic process;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;regulation of viral reproduction;regulation of viral transcription;response to DNA damage stimulus;response to stimulus;response to stress;RNA biosynthetic process;RNA capping;RNA metabolic process;RNA processing;termination of RNA polymerase I transcription;transcription elongation from RNA polymerase I promoter;transcription elongation from RNA polymerase II promoter;transcription elongation, DNA-dependent;transcription from RNA polymerase I promoter;transcription from RNA polymerase II promoter;transcription initiation from RNA polymerase I promoter;transcription initiation from RNA polymerase II promoter;transcription initiation, DNA-dependent;transcription termination, DNA-dependent;transcription, DNA-dependent;transcription-coupled nucleotide-excision repair;translation;viral reproduction","binding;cation binding;damaged DNA binding;DNA binding;ion binding;metal ion binding;nucleic acid binding;nucleic acid binding transcription factor activity;protein binding;protein N-terminus binding;RNA binding;sequence-specific DNA binding transcription factor activity;translation factor activity, nucleic acid binding"
O95235,KI20A,-0.440733,-0.270268,-0.14009,0.267367,0.224385,cell cycle;cell cycle cytokinesis;cell cycle process;cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular process;cytokinesis;cytokinesis after mitosis;cytokinetic cell separation;cytokinetic process;cytoskeleton organization;establishment of localization;establishment of protein localization;metabolic process;microtubule bundle formation;microtubule cytoskeleton organization;microtubule-based movement;microtubule-based process;mitotic cell cycle;organelle organization;protein transport;transport;vesicle-mediated transport,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;enzyme binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;kinase binding;microtubule motor activity;motor activity;nucleoside-triphosphatase activity;nucleotide binding;protein binding;protein kinase binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;transporter activity"
Q9HC38-2,GLOD4,0.604178,0.867533,0.247396,0.260986,0.502993,,
Q53H12,AGK,-0.319093,-0.251403,0.286299,0.397749,-0.273961,activation of protein kinase activity;activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway;biological regulation;biosynthetic process;cell surface receptor linked signaling pathway;cellular biosynthetic process;cellular lipid metabolic process;cellular metabolic process;cellular process;cellular response to stimulus;ceramide biosynthetic process;ceramide metabolic process;glycerolipid metabolic process;G-protein coupled receptor protein signaling pathway;lipid biosynthetic process;lipid metabolic process;membrane lipid biosynthetic process;membrane lipid metabolic process;metabolic process;positive regulation of catalytic activity;positive regulation of kinase activity;positive regulation of molecular function;positive regulation of protein kinase activity;positive regulation of transferase activity;primary metabolic process;regulation of biological process;regulation of catalytic activity;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of kinase activity;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of molecular function;regulation of phosphate metabolic process;regulation of phosphorus metabolic process;regulation of phosphorylation;regulation of primary metabolic process;regulation of protein kinase activity;regulation of protein metabolic process;regulation of protein modification process;regulation of protein phosphorylation;regulation of transferase activity;response to stimulus;signal transduction;sphingoid biosynthetic process;sphingoid metabolic process;sphingolipid biosynthetic process;sphingolipid metabolic process,"acylglycerol kinase activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;ceramide kinase activity;diacylglycerol kinase activity;kinase activity;lipid kinase activity;NAD+ kinase activity;nucleotide binding;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups"
